property_id,source,title,description_en,description_st,price,currency,district,location_text,property_type,bedrooms,bathrooms,image_paths,listing_url,condition,style,environment,amenities,listing_intent
sotholand-5bee4c67a368,sotholand,Ground Floor,"Lower Thetsane. 4 bedrooms, 2 bathrooms, lounge, dinner area, fitted kitchen with stove,staff quarters.","Thepa ena ya mofuta wa house e fumaneha Lower Thetsane. E na le dikamore tse 4 le dibate tse 2 mme e fumaneha ka theko ya M 3,000,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",3000000.0,LSL,Staff Quarters. Ground Floor,Lower Thetsane,House,4,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-5bee4c67a368\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-5bee4c67a368\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-5bee4c67a368\\\\image_3.jpg\""]""",https://sotholandproperties.co.ls/property-details?id=5bee4c67a368,Good,Traditional,Suburban,"""[]""",sale
sotholand-12a1456f5e67,sotholand,Double storey house,"3 bedrooms, 3 bathrooms, study room,lounge, fitted kitchen, single garage. Roughly thousand sqms","Thepa ena ya mofuta wa house e fumaneha Lower Thetsane. E na le dikamore tse 3 le dibate tse 3 mme e fumaneha ka theko ya M 1,000,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1000000.0,LSL,Single Garage. Roughly Thousand Sqms Double Storey House,Lower Thetsane,House,3,3,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-12a1456f5e67\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-12a1456f5e67\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-12a1456f5e67\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-12a1456f5e67\\\\image_4.jpg\""]""",https://sotholandproperties.co.ls/property-details?id=12a1456f5e67,Good,Traditional,Suburban,"""[\""garage\""]""",sale
sotholand-2a20088dc313,sotholand,Ground floor,"For rent�Maseru West 14 rooms First floor Ground Floor Ideal for NGO�s , offices and embassies","Thepa ena ya mofuta wa commercial e fumaneha Maseru West. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 40,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",40000.0,LSL,Maseru,Maseru West,Commercial,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-2a20088dc313\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-2a20088dc313\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-2a20088dc313\\\\image_3.jpg\""]""",https://sotholandproperties.co.ls/property-details?id=2a20088dc313,Good,Contemporary,Suburban,"""[\""office-ready\""]""",rent
sotholand-eb1142c59d3f,sotholand,Ground floor,"Fully Furnished -3 bedrooms -Bathtub,shower,toilet -Kitchen -Lounge with fireplace -Dining -Out Entertainment space -Single garage -Double carport -Wall fencing -CCTV cameras -Automated�gate","Thepa ena ya mofuta wa house e fumaneha Hillsview, Maseru. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 40,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",40000.0,LSL,Maseru,"Hillsview, Maseru",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-eb1142c59d3f\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-eb1142c59d3f\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-eb1142c59d3f\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-eb1142c59d3f\\\\image_4.jpg\""]""",https://sotholandproperties.co.ls/property-details?id=eb1142c59d3f,Good,Traditional,Hillside,"""[\""garage\"", \""furnished\"", \""bathtub\"", \""shower\"", \""walled property\""]""",rent
sotholand-8f94312669ec,sotholand,Ground floor,"Ground floor -Kitchen fully fitted -Lounge and Dining Room (sharing) -Shower -Toilet First Floor - en-suite (with cupboards) - ?bedroom 1 (no cupboards) - ?bedroom 2 (no cupboards) Price M15,000.00 negotiable (Currently used�as�an�Airbnb)","Thepa ena ya mofuta wa house e fumaneha Khubelu, Maseru 100. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 15,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",15000.0,LSL,Maseru,"Khubelu, Maseru 100",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-8f94312669ec\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-8f94312669ec\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-8f94312669ec\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-8f94312669ec\\\\image_4.jpg\""]""",https://sotholandproperties.co.ls/property-details?id=8f94312669ec,Good,Traditional,Suburban,"""[\""shower\""]""",rent
lhldc-friebel-estate,lesothohousing,Friebel Estate,The estate is located in Maseru city center on Hilton hill near the new Parliament. It was developed in 1978.It offers a high-income housing. The estate comprises of 50 x 3 bed roomed town houses.,"Thepa ena ya mofuta wa site e fumaneha Maseru city center on Hilton hill near the new Parliament, Maseru State/county: Lesotho, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 1,978. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1978.0,LSL,Maseru,"Maseru city center on Hilton hill near the new Parliament, Maseru State/county: Lesotho, Maseru",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-friebel-estate\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/friebel-estate/,New,Traditional,Hillside,"""[]""",other
lhldc-qoqolosing-estate,lesothohousing,Qoqolosing Estate,"The estate is located in Maseru West, opposite WASCO Headquarters. It was developed in 1976.It offers a mixture of middle and high-income housing. The estate comprises of 6 x 2 bed roomed units, 6 x 3 bed roomed, a total of 12 units.","Thepa ena ya mofuta wa site e fumaneha Maseru West, opposite WASCO Headquarters, Maseru State/county: Lesotho, Maseru West, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 1,976. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1976.0,LSL,Maseru,"Maseru West, opposite WASCO Headquarters, Maseru State/county: Lesotho, Maseru West, Maseru",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-qoqolosing-estate\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/qoqolosing-estate/,Good,Traditional,Suburban,"""[]""",other
lhldc-kuena-letsie-estates,lesothohousing,Kuena-Letsie Estates,"The estates are located in Maseru city, along Constitution road next to Victoria Hotel. It was developed in 1979.It offers a mixture of middle and high-income housing. The estates comprise of 27 x 1 bed room units, 42 x 2 bed roomed units and 10 x single bed sitters, a total of 79 units.","Thepa ena ya mofuta wa site e fumaneha Maseru city, along Constitution road next to Victoria Hotel, Maseru State/county: Lesotho, Maseru City, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 1,979. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1979.0,LSL,Maseru,"Maseru city, along Constitution road next to Victoria Hotel, Maseru State/county: Lesotho, Maseru City, Maseru",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-kuena-letsie-estates\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/kuena-letsie-estates/,Good,Traditional,Urban,"""[\""road access\""]""",other
lhldc-leseli-estate,lesothohousing,Leseli Estate,"The estate is located at Hillsview, in Maseru city. It was developed in 1989.It offers a mixture of middle and high-income housing. The estate comprises of 26 x 3 bed roomed town houses.","Thepa ena ya mofuta wa site e fumaneha Hillsview Maseru, Maseru State/county: Lesotho, Hillsview Maseru, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 1,989. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1989.0,LSL,Maseru,"Hillsview Maseru, Maseru State/county: Lesotho, Hillsview Maseru, Maseru",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-leseli-estate\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/leseli-estate/,Good,Traditional,Hillside,"""[]""",other
lhldc-ramokhele-lehcorp,lesothohousing,Ramokhele: LEHCORP,"The project is located at ha Ramokhele, in Mafeteng town on the main road to Thabana Morena. It was developed in 1987.It offers low-income housing. The project comprises of 125 houses. Services available are gravel roads","Thepa ena ya mofuta wa site e fumaneha Ha Ramokhele, in Mafeteng town on the main road to Thabana Morena, Mafeteng State/county: Lesotho, Ramokhele: LEHCORP, Mafeteng. E na le sebaka sena mme e fumaneha ka theko ya M 1,987. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1987.0,LSL,Mafeteng,"Ha Ramokhele, in Mafeteng town on the main road to Thabana Morena, Mafeteng State/county: Lesotho, Ramokhele: LEHCORP, Mafeteng",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-ramokhele-lehcorp\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/ramokhele-lehcorp/,Good,Traditional,Urban,"""[\""road access\""]""",other
lhldc-maputsoe-lehcorp,lesothohousing,Maputsoe: LEHCORP,"The project is located at Khubetsoana, Ha Nyenye. It was developed in 1981.It offers low-income housing. The project comprises of 396 houses. Services available are water and gravel roads.","Thepa ena ya mofuta wa site e fumaneha Khubetsoana, Ha Nyenye, Maputsoe State/county: Leribe, Maputsoe: LEHCORP, Maputsoe. E na le sebaka sena mme e fumaneha ka theko ya M 1,981. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1981.0,LSL,Leribe,"Khubetsoana, Ha Nyenye, Maputsoe State/county: Leribe, Maputsoe: LEHCORP, Maputsoe",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-maputsoe-lehcorp\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/maputsoe-lehcorp/,Good,Traditional,Suburban,"""[\""water connection\"", \""road access\""]""",other
lhldc-phomolong,lesothohousing,Phomolong,The project is located in Thaba Tseka town near Pitso house. It was developed in 2018. It offers a mixture of low and middle-income sites averaging between 600 sqm – 1000 sqm. The project comprises of 412 sites. The sites are surveyed.,"Thepa ena ya mofuta wa site e fumaneha Thaba Tseka town near Pitso house, Thaba- Tseka State/county: Thaba-Tseka, Phomolong, Thaba- Tseka. E na le sebaka sena mme e fumaneha ka theko ya M 2,018. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2018.0,LSL,Thaba-Tseka,"Thaba Tseka town near Pitso house, Thaba- Tseka State/county: Thaba-Tseka, Phomolong, Thaba- Tseka",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-phomolong\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/phomolong/,Good,Traditional,Urban,"""[]""",other
lhldc-race-course,lesothohousing,Race-course,"The project is located at Ha Molibeli, Hlotse.It was developed in 1992.It offers a mixture of middle- and high-income sites averaging between 600 sqm and 700 sqm. The project comprises of 116 sites. The sites are surveyed and serviced with water reticulation.","Thepa ena ya mofuta wa site e fumaneha Ha Molibeli, Hlotse, Leribe State/county: Lesotho, Race-Course, Leribe. E na le sebaka sena mme e fumaneha ka theko ya M 1,992. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1992.0,LSL,Leribe,"Ha Molibeli, Hlotse, Leribe State/county: Lesotho, Race-Course, Leribe",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-race-course\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/race-course/,Good,Traditional,Suburban,"""[\""water connection\""]""",other
lhldc-ha-ntho,lesothohousing,Ha Ntho,The project is located at Ha Ntho on the main road to Mount Moorosi. It was developed in 1998.It offers low income sites averaging 375 sqm. The project comprises of 293 sites. The sites are surveyed and serviced with water reticulation.,"Thepa ena ya mofuta wa site e fumaneha Ha Ntho on the main road to Mount Moorosi, Quthing State/county: Quthing, Ha Ntho, Quthing. E na le sebaka sena mme e fumaneha ka theko ya M 1,998. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1998.0,LSL,Quthing,"Ha Ntho on the main road to Mount Moorosi, Quthing State/county: Quthing, Ha Ntho, Quthing",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-ha-ntho\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/ha-ntho/,Good,Traditional,Suburban,"""[\""water connection\"", \""road access\""]""",other
lhldc-sebothoane,lesothohousing,Sebothoane,"The project is located at Sebothoane, on the highway to Pitseng. It was developed in 2006.It offers a mixture of middle- and high-income sites averaging 700 sqm and 800 sqm. The project comprises of 792 sites. The sites are surveyed and serviced with water reticulation","Thepa ena ya mofuta wa site e fumaneha Sebothoane, on the highway to Pitseng, Leribe State/county: Lesotho, Sebothoane, Leribe. E na le sebaka sena mme e fumaneha ka theko ya M 2,006. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2006.0,LSL,Leribe,"Sebothoane, on the highway to Pitseng, Leribe State/county: Lesotho, Sebothoane, Leribe",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-sebothoane\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/sebothoane/,Good,Traditional,Suburban,"""[\""water connection\""]""",other
lhldc-ramokhele,lesothohousing,Ramokhele,The project is located at Ha Ramokhele in Mafeteng town on the main road to Thabana Morena. It was developed in 1988.It offers low income sites averaging 375 sqm. The project comprises of 111 sites. The sites are surveyed and serviced with water reticulation.,"Thepa ena ya mofuta wa site e fumaneha Ha Ramokhele in Mafeteng town on the main road to Thabana Morena, Mafeteng State/county: Lesotho, Ramokhele, Mafeteng. E na le sebaka sena mme e fumaneha ka theko ya M 1,988. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1988.0,LSL,Mafeteng,"Ha Ramokhele in Mafeteng town on the main road to Thabana Morena, Mafeteng State/county: Lesotho, Ramokhele, Mafeteng",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-ramokhele\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/ramokhele/,Good,Traditional,Urban,"""[\""water connection\"", \""road access\""]""",other
lhldc-hospital-area,lesothohousing,Hospital Area,The project is located at in Mafeteng town next to Mafeteng government hospital. It was developed in 1988.It offers a mixture of middle- and high-income sites averaging between 400 sqm and 600 sqm. The project comprises of 232 sites. The sites are surveyed and serviced with water reticulation.,"Thepa ena ya mofuta wa site e fumaneha Mafeteng town next to Mafeteng government hospital., Mafeteng State/county: Lesotho, Hospital Area, Mafeteng. E na le sebaka sena mme e fumaneha ka theko ya M 1,988. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1988.0,LSL,Mafeteng,"Mafeteng town next to Mafeteng government hospital., Mafeteng State/county: Lesotho, Hospital Area, Mafeteng",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-hospital-area\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/hospital-area/,Good,Traditional,Urban,"""[\""water connection\""]""",sale
lhldc-motse-mocha,lesothohousing,Motse – Mocha,The project is located at Motse-Mocha in the periphery of Mafeteng town on the main road to Thabana Morena. It was developed in 1988.It offers low income sites averaging 400 sqm. The project comprises of 80 sites. The sites are surveyed and serviced with roads and water reticulation.,"Thepa ena ya mofuta wa site e fumaneha Motse-Mocha in the periphery of Mafeteng town on the main road to Thabana Morena, Mafeteng State/county: Lesotho, Motse - Mocha, Mafeteng. E na le sebaka sena mme e fumaneha ka theko ya M 1,988. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1988.0,LSL,Mafeteng,"Motse-Mocha in the periphery of Mafeteng town on the main road to Thabana Morena, Mafeteng State/county: Lesotho, Motse - Mocha, Mafeteng",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-motse-mocha\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/motse-mocha/,Good,Traditional,Urban,"""[\""water connection\"", \""road access\""]""",other
lhldc-tsalitlama,lesothohousing,Ts’alitlama,"The project is located on the right along Vanrooyen road to the border post, next to the new stadium. It was developed in 2004.It offers a mixture of low, middle- and high-income sites averaging 375 sqm and 600 sqm. The project comprises of 692 sites. The sites are surveyed and serviced with partial gravel roads and water reticulation.","Thepa ena ya mofuta wa site e fumaneha On the right along Vanrooyen road to the border post, Mafeteng State/county: Lesotho, Ts`alitlama, Mafeteng. E na le sebaka sena mme e fumaneha ka theko ya M 2,004. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2004.0,LSL,Mafeteng,"On the right along Vanrooyen road to the border post, Mafeteng State/county: Lesotho, Ts`alitlama, Mafeteng",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-tsalitlama\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/tsalitlama/,New,Traditional,Suburban,"""[\""water connection\"", \""road access\""]""",sale
lhldc-thabaneng,lesothohousing,Thabaneng,"The project is located at Thabaneng, left of A1 road to Mafeteng town. It was developed in 2015.It offers middle income housing. The project comprises of 10 houses. Services available are water and partial gravel road.","Thepa ena ya mofuta wa site e fumaneha Thabaneng, left of A1 road to Mafeteng town, Mafeteng State/county: Lesotho, Thabaneng, Mafeteng. E na le sebaka sena mme e fumaneha ka theko ya M 1. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1.0,LSL,Mafeteng,"Thabaneng, left of A1 road to Mafeteng town, Mafeteng State/county: Lesotho, Thabaneng, Mafeteng",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-thabaneng\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/thabaneng/,Good,Traditional,Urban,"""[\""water connection\"", \""road access\""]""",sale
lhldc-ha-tanka,lesothohousing,Ha Tanka,The project is located at Ha Tanka behind the industrial estate. It was developed in 2005.It offers a mixture of middle- and high-income sites averaging 450 sqm and 600 sqm. The project comprises of 620 sites. The sites are surveyed and serviced with partial gravel roads and water reticulation.,"Thepa ena ya mofuta wa site e fumaneha Ha Tanka behind the industrial estate, Mohale's Hoek State/county: Mohale's Hoek, Ha Tanka, Mohale's Hoek. E na le sebaka sena mme e fumaneha ka theko ya M 2,005. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2005.0,LSL,Mohale's Hoek,"Ha Tanka behind the industrial estate, Mohale's Hoek State/county: Mohale's Hoek, Ha Tanka, Mohale's Hoek",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-ha-tanka\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/ha-tanka/,Good,Traditional,Suburban,"""[\""water connection\"", \""road access\""]""",other
lhldc-matholeng,lesothohousing,Matholeng,"The project is located on the left along Vanrooyen road to the border post, next to the Maluti Mountain Brewery depot. It was developed in 2019. It offers a mixture of low, middle- and high-income sites averaging between 358 sqm – 1100 sqm. The project comprises of 177 sites. The sites are surveyed and serviced with partial gravel roads and water reticulation. It was disposed 2020.","Thepa ena ya mofuta wa site e fumaneha On the left along Vanrooyen road to the border post, next to the Maluti Mountain Brewery depot, Mafeteng State/county: Mafetengqq, Matholeng, Mafeteng. E na le sebaka sena mme e fumaneha ka theko ya M 2,019. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2019.0,LSL,Mafeteng,"On the left along Vanrooyen road to the border post, next to the Maluti Mountain Brewery depot, Mafeteng State/county: Mafetengqq, Matholeng, Mafeteng",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-matholeng\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/matholeng/,Good,Traditional,Hillside,"""[\""water connection\"", \""road access\""]""",other
lhldc-manobo,lesothohousing,Maseru North Bound (MANOBO),"The project is located at Mokhethoaneng, along the main north 1 road, near old Agric`s Feedlot project. It was developed in 2019.It offers a mixture of low, middle- and high-income sites averaging between 450 sqm and 1000 sqm. The project comprises of 177 sites. The sites are surveyed and serviced with partial gravel roads and partial water reticulation.","Thepa ena ya mofuta wa site e fumaneha Berea Mokhethoaneng along Maseru main north 1 road, Berea, MASERU NORTH BOUND, Berea. E na le sebaka sena mme e fumaneha ka theko ya M 1. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1.0,LSL,Maseru,"Berea Mokhethoaneng along Maseru main north 1 road, Berea, MASERU NORTH BOUND, Berea",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-manobo\\\\image_2.png\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-manobo\\\\image_3.png\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-manobo\\\\image_4.png\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-manobo\\\\image_5.png\""]""",https://lesothohousing.org.ls/property/manobo/,Good,Traditional,Suburban,"""[\""water connection\"", \""road access\""]""",sale
lhldc-police-post-qs-nek,lesothohousing,Police Post (Q’s nek),"The project is located in town, near Qacha`s neck police headquarters. It was developed in 2019.It offers a mixture of low- and middle-income housing. The project comprises of 3 houses and 17 undeveloped sites averaging between 600 sqm and 1000 sqm. The sites are surveyed.","Thepa ena ya mofuta wa site e fumaneha In town, near Qacha`s neck police headquarters, Qacha's Nek State/county: Lesotho, Police Post, Qacha's Nek. E na le sebaka sena mme e fumaneha ka theko ya M 2,019. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2019.0,LSL,Qacha'S Nek,"In town, near Qacha`s neck police headquarters, Qacha's Nek State/county: Lesotho, Police Post, Qacha's Nek",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\lesothohousing\\\\lhldc-police-post-qs-nek\\\\image_1.jpg\""]""",https://lesothohousing.org.ls/property/police-post-qs-nek/,Good,Traditional,Urban,"""[]""",other
