property_id,source,title,district_canonical,locality,listing_intent,price,bedrooms,bathrooms,image_count,sample_image_1,sample_image_2,sample_image_3,listing_url,current_cnn_property_type,current_cnn_bedroom_class,current_style,current_environment,current_condition,suggested_bedrooms_from_text,suggested_cnn_bedroom_class,suggested_style,suggested_environment,suggested_condition,review_flags,review_priority,approved_for_training,review_status,reviewed_bedrooms,reviewed_cnn_bedroom_class,reviewed_style,reviewed_environment,reviewed_condition,reviewer_notes,reviewed_price,reviewed_listing_intent
propmarket-_eshoYx6_Q5mssqQIF1L6,propmarket,House,Maseru,Masowe 1b Secondary School,sale,2000000,2,1,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-_eshoYx6_Q5mssqQIF1L6\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-_eshoYx6_Q5mssqQIF1L6\image_2.jpg,,https://www.propmarket.co.ls/properties/_eshoYx6_Q5mssqQIF1L6,House,2,Traditional,Urban,New,2.0,2,Modern,,New,style_mismatch:Traditional->Modern|low_image_count,medium,yes,pending,,,,,,,,
propmarket-XT3Hd_BRf6nZBclclWKgg,propmarket,"1 Unit, 2 Bedrooms, House",Maseru,Hillsview,rent,7000,2,2,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-XT3Hd_BRf6nZBclclWKgg\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-XT3Hd_BRf6nZBclclWKgg\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-XT3Hd_BRf6nZBclclWKgg\image_3.jpg,https://www.propmarket.co.ls/properties/XT3Hd_BRf6nZBclclWKgg,House,2,Family,Garden,Good,2.0,2,Family,Garden,Good,possible_commercial_mix,high,no,exclude,,,,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",,
propmarket-8CyrAl8AaWvJFTVj_bvpt,propmarket,Malaene,Berea,Teyateyaneng,sale,430000,2,1,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-8CyrAl8AaWvJFTVj_bvpt\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-8CyrAl8AaWvJFTVj_bvpt\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-8CyrAl8AaWvJFTVj_bvpt\image_3.jpg,https://www.propmarket.co.ls/properties/8CyrAl8AaWvJFTVj_bvpt,House,2,Traditional,Suburban,Good,,,,,,,low,yes,pending,,,,,,,,
propmarket-wssVndlTI_WCuNbcTEZKg,propmarket,"2 Units, House",Leribe,Ha Maputsoe,sale,750000,2,1,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-wssVndlTI_WCuNbcTEZKg\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-wssVndlTI_WCuNbcTEZKg\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-wssVndlTI_WCuNbcTEZKg\image_3.jpg,https://www.propmarket.co.ls/properties/wssVndlTI_WCuNbcTEZKg,House,2,Contemporary,Urban,Good,,,,Urban,,possible_multi_unit,high,no,exclude,,,,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",,
propmarket-jT41y7YNeO5qGQ0Dj8lR0,propmarket,Ts'imo,Maseru,Masowe 1b Secondary School,sale,3500000,2,1,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-jT41y7YNeO5qGQ0Dj8lR0\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-jT41y7YNeO5qGQ0Dj8lR0\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-jT41y7YNeO5qGQ0Dj8lR0\image_3.jpg,https://www.propmarket.co.ls/properties/jT41y7YNeO5qGQ0Dj8lR0,House,2,Traditional,Urban,Good,,,,,,,low,yes,pending,,,,,,,,
propmarket-1TGCSDZG8y-BouNt6g0B6,propmarket,"3 Units, Malaene",Leribe,Ha Maqele,sale,280000,2,1,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-1TGCSDZG8y-BouNt6g0B6\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-1TGCSDZG8y-BouNt6g0B6\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-1TGCSDZG8y-BouNt6g0B6\image_3.jpg,https://www.propmarket.co.ls/properties/1TGCSDZG8y-BouNt6g0B6,House,2,Traditional,Suburban,Good,,,,,,possible_multi_unit,high,no,exclude,,,,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",,
propmarket-mrNXjggdJORKMuy1xzCJR,propmarket,House,Maseru,Linakotseng,sale,900000,2,1,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-mrNXjggdJORKMuy1xzCJR\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-mrNXjggdJORKMuy1xzCJR\image_2.jpg,,https://www.propmarket.co.ls/properties/mrNXjggdJORKMuy1xzCJR,House,2,Traditional,Suburban,Good,,,,Suburban,,low_image_count,medium,yes,pending,,,,,,,,
propmarket-xCJ9fuicyQRzWK5mXpAjJ,propmarket,"2 Bedrooms, House",Berea,Sekamaneng,sale,385000,2,1,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-xCJ9fuicyQRzWK5mXpAjJ\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-xCJ9fuicyQRzWK5mXpAjJ\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-xCJ9fuicyQRzWK5mXpAjJ\image_3.jpg,https://www.propmarket.co.ls/properties/xCJ9fuicyQRzWK5mXpAjJ,House,2,Traditional,Suburban,Good,2.0,2,,,,,low,yes,pending,,,,,,,,
propmarket-O5odO8OaNdZ-DmbkJ0mjS,propmarket,"1 Unit, 4 Bedrooms, House",Maseru,Matebeleng (ha Penapena),sale,8000000,4,3,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-O5odO8OaNdZ-DmbkJ0mjS\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-O5odO8OaNdZ-DmbkJ0mjS\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-O5odO8OaNdZ-DmbkJ0mjS\image_3.jpg,https://www.propmarket.co.ls/properties/O5odO8OaNdZ-DmbkJ0mjS,House,4,Family,Garden,Good,4.0,4,Family,Garden,,,low,yes,pending,,,,,,,,
propmarket-9TVOR113vm0u2plg3fZDR,propmarket,"6 Units, Malaene",Leribe,Sebothoane,sale,550000,2,1,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-9TVOR113vm0u2plg3fZDR\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-9TVOR113vm0u2plg3fZDR\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-9TVOR113vm0u2plg3fZDR\image_3.png,https://www.propmarket.co.ls/properties/9TVOR113vm0u2plg3fZDR,House,2,Traditional,Urban,Good,,,,Urban,,possible_multi_unit,high,no,exclude,,,,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",,
propmarket-SHzbMRolHH_oHOXcKZhBh,propmarket,"1 Unit, 1 Bedroom, House",Maseru,Masowe 1b Secondary School,sale,450000,1,1,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-SHzbMRolHH_oHOXcKZhBh\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-SHzbMRolHH_oHOXcKZhBh\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-SHzbMRolHH_oHOXcKZhBh\image_3.jpg,https://www.propmarket.co.ls/properties/SHzbMRolHH_oHOXcKZhBh,House,1,Traditional,Urban,Good,1.0,1,,,,,low,yes,pending,,,,,,,,
propmarket-Ykwq3hSjs-KFTfo1fFmoq,propmarket,"3 Units, Malaene",Leribe,Pitseng,sale,132000,2,1,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Ykwq3hSjs-KFTfo1fFmoq\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Ykwq3hSjs-KFTfo1fFmoq\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Ykwq3hSjs-KFTfo1fFmoq\image_3.png,https://www.propmarket.co.ls/properties/Ykwq3hSjs-KFTfo1fFmoq,House,2,Traditional,Suburban,Good,,,,,,price_low_for_sale|possible_multi_unit,high,no,exclude,,,,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",,
propmarket-OvKX0vFoL9BCXgddpDgW5,propmarket,"1 Unit, 3 Bedrooms, House",Maseru,Masowe 1b Secondary School,sale,1500000,3,2,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-OvKX0vFoL9BCXgddpDgW5\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-OvKX0vFoL9BCXgddpDgW5\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-OvKX0vFoL9BCXgddpDgW5\image_3.jpg,https://www.propmarket.co.ls/properties/OvKX0vFoL9BCXgddpDgW5,House,3,Traditional,Urban,New,3.0,3,Modern,,New,style_mismatch:Traditional->Modern,medium,yes,pending,,,,,,,,
propmarket-T80coq4ZCv5wilIHiNhAS,propmarket,"1 Unit, 3 Bedrooms, House",Berea,Khubetsoana,sale,880000,3,1,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-T80coq4ZCv5wilIHiNhAS\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-T80coq4ZCv5wilIHiNhAS\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-T80coq4ZCv5wilIHiNhAS\image_3.jpg,https://www.propmarket.co.ls/properties/T80coq4ZCv5wilIHiNhAS,House,3,Traditional,Suburban,Good,3.0,3,,,,,low,yes,pending,,,,,,,,
propmarket-4XjZvx02GUGgPxbTk5Jml,propmarket,"1 Unit, 4 Bedrooms, House",Maseru,Thetsane West,sale,8800000,4,3,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-4XjZvx02GUGgPxbTk5Jml\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-4XjZvx02GUGgPxbTk5Jml\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-4XjZvx02GUGgPxbTk5Jml\image_3.jpg,https://www.propmarket.co.ls/properties/4XjZvx02GUGgPxbTk5Jml,House,4,Family,Garden,Good,4.0,4,Family,Garden,,possible_commercial_mix,high,no,exclude,,,,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",,
propmarket-m9QjRcxQJVRg1g2MaiFdv,propmarket,"1 Unit, 3 Bedrooms, House",Maseru,Masowe 1b Secondary School,sale,1380000,3,2,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-m9QjRcxQJVRg1g2MaiFdv\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-m9QjRcxQJVRg1g2MaiFdv\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-m9QjRcxQJVRg1g2MaiFdv\image_3.jpg,https://www.propmarket.co.ls/properties/m9QjRcxQJVRg1g2MaiFdv,House,3,Family,Garden,Good,3.0,3,Family,Garden,,,low,yes,pending,,,,,,,,
propmarket-3RnybDOD-2YqSMafIGIAh,propmarket,"2 Bedrooms, House",Maseru,Maseru West,rent,7500,2,1,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-3RnybDOD-2YqSMafIGIAh\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-3RnybDOD-2YqSMafIGIAh\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-3RnybDOD-2YqSMafIGIAh\image_3.jpg,https://www.propmarket.co.ls/properties/3RnybDOD-2YqSMafIGIAh,House,2,Family,Garden,Good,2.0,2,Family,Garden,,,low,yes,pending,,,,,,,,
propmarket-nls9QlmJwLy4dpocbUFiM,propmarket,"2 Bedrooms, House",Maseru,Masowe 1b Secondary School,sale,900000,2,1,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-nls9QlmJwLy4dpocbUFiM\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-nls9QlmJwLy4dpocbUFiM\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-nls9QlmJwLy4dpocbUFiM\image_3.jpg,https://www.propmarket.co.ls/properties/nls9QlmJwLy4dpocbUFiM,House,2,Family,Garden,Good,2.0,2,Family,Garden,,,low,yes,pending,,,,,,,,
propmarket-nBh-J6zgL-wG9t3lBDTP1,propmarket,House,Maseru,Masowe 1b Secondary School,sale,1500000,2,1,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-nBh-J6zgL-wG9t3lBDTP1\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-nBh-J6zgL-wG9t3lBDTP1\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-nBh-J6zgL-wG9t3lBDTP1\image_3.jpg,https://www.propmarket.co.ls/properties/nBh-J6zgL-wG9t3lBDTP1,House,2,Traditional,Urban,New,,,Modern,,New,style_mismatch:Traditional->Modern,medium,yes,pending,,,,,,,,
propmarket-l5AZS5MGZGzwtbKIzLZv0,propmarket,"1 Bedroom, House",Maseru,Semphetenyane,sale,360000,1,1,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-l5AZS5MGZGzwtbKIzLZv0\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-l5AZS5MGZGzwtbKIzLZv0\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-l5AZS5MGZGzwtbKIzLZv0\image_3.jpg,https://www.propmarket.co.ls/properties/l5AZS5MGZGzwtbKIzLZv0,House,1,Family,Garden,Good,1.0,1,Family,Garden,,,low,yes,pending,,,,,,,,
propmarket-ja9gqmVOVSWsiUiMvnC4D,propmarket,"3 Bedrooms, House",Berea,Berea District,sale,280000,3,1,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-ja9gqmVOVSWsiUiMvnC4D\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-ja9gqmVOVSWsiUiMvnC4D\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-ja9gqmVOVSWsiUiMvnC4D\image_3.jpg,https://www.propmarket.co.ls/properties/ja9gqmVOVSWsiUiMvnC4D,House,3,Traditional,Suburban,Good,3.0,3,,,,,low,yes,pending,,,,,,,,
propmarket-koAjyqx2CBEE9cLC1YdK7,propmarket,House,Leribe,Ha Maqele,sale,160000,2,1,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-koAjyqx2CBEE9cLC1YdK7\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-koAjyqx2CBEE9cLC1YdK7\image_2.jpg,,https://www.propmarket.co.ls/properties/koAjyqx2CBEE9cLC1YdK7,House,2,Traditional,Suburban,Good,,,,,,low_image_count,medium,yes,pending,,,,,,,,
propmarket-XvIngChWMiLyNmmUYOK-8,propmarket,"4 Bedrooms, House",Maseru,Upper Thamae,sale,1450000,4,1,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-XvIngChWMiLyNmmUYOK-8\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-XvIngChWMiLyNmmUYOK-8\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-XvIngChWMiLyNmmUYOK-8\image_3.jpg,https://www.propmarket.co.ls/properties/XvIngChWMiLyNmmUYOK-8,House,4,Traditional,Suburban,Good,4.0,4,,,,,low,yes,pending,,,,,,,,
propmarket-KMeb_ngqmeHEhth1Ue1eQ,propmarket,House,Maseru,Ha Tsolo,sale,220000,2,1,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-KMeb_ngqmeHEhth1Ue1eQ\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-KMeb_ngqmeHEhth1Ue1eQ\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-KMeb_ngqmeHEhth1Ue1eQ\image_3.jpg,https://www.propmarket.co.ls/properties/KMeb_ngqmeHEhth1Ue1eQ,House,2,Traditional,Suburban,Good,3.0,3,,,,bedroom_mismatch:2->3,high,yes,reviewed,3,3,,,,Auto-corrected bedroom label from 2 to 3 using title/description text. Auto-corrected bedroom label from 2 to 3 using title/description text.,,
propmarket-IYJW418V9raGndz6_Ict0,propmarket,"1 Unit, 4 Bedrooms, House",Berea,Ha Foso Encroachment Boundary,sale,4500000,4,3,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-IYJW418V9raGndz6_Ict0\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-IYJW418V9raGndz6_Ict0\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-IYJW418V9raGndz6_Ict0\image_3.jpg,https://www.propmarket.co.ls/properties/IYJW418V9raGndz6_Ict0,House,4,Contemporary,Suburban,Good,4.0,4,,,,possible_commercial_mix,high,no,exclude,,,,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",,
propmarket-Y05g7baITID25N3SEnYbU,propmarket,"4 Bedrooms, House",Berea,Ha Molemane (teyateyaneng),sale,550000,4,1,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Y05g7baITID25N3SEnYbU\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Y05g7baITID25N3SEnYbU\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Y05g7baITID25N3SEnYbU\image_3.jpg,https://www.propmarket.co.ls/properties/Y05g7baITID25N3SEnYbU,House,4,Traditional,Suburban,Good,4.0,4,,,,,low,yes,pending,,,,,,,,
propmarket-a-9XGDaOdmtAmWzmx-Om7,propmarket,"1 Unit, 5 Bedrooms, House",Maseru,Thetsane West,sale,2500000,5,4,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-a-9XGDaOdmtAmWzmx-Om7\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-a-9XGDaOdmtAmWzmx-Om7\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-a-9XGDaOdmtAmWzmx-Om7\image_3.jpg,https://www.propmarket.co.ls/properties/a-9XGDaOdmtAmWzmx-Om7,House,5+,Traditional,Suburban,Good,5.0,5+,,Suburban,,,low,yes,pending,,,,,,,,
propmarket-Wbem7ToH5hoGekMnXfujX,propmarket,"1 Unit, 3 Bedrooms, House",Maseru,Thetsane,sale,1300000,3,1,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Wbem7ToH5hoGekMnXfujX\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Wbem7ToH5hoGekMnXfujX\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Wbem7ToH5hoGekMnXfujX\image_3.jpg,https://www.propmarket.co.ls/properties/Wbem7ToH5hoGekMnXfujX,House,3,Traditional,Suburban,Good,3.0,3,,Suburban,,,low,yes,pending,,,,,,,,
propmarket-4YZkI1yISxnPgV90pw5YJ,propmarket,House,Maseru,Qoaling,sale,200000,2,1,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-4YZkI1yISxnPgV90pw5YJ\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-4YZkI1yISxnPgV90pw5YJ\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-4YZkI1yISxnPgV90pw5YJ\image_3.jpg,https://www.propmarket.co.ls/properties/4YZkI1yISxnPgV90pw5YJ,House,2,Traditional,Urban,Good,,,,Urban,,,low,yes,pending,,,,,,,,
propmarket-ejZaTI8NyE8VAUyPV9DyB,propmarket,House,Berea,Naleli,sale,200000,2,1,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-ejZaTI8NyE8VAUyPV9DyB\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-ejZaTI8NyE8VAUyPV9DyB\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-ejZaTI8NyE8VAUyPV9DyB\image_3.jpg,https://www.propmarket.co.ls/properties/ejZaTI8NyE8VAUyPV9DyB,House,2,Traditional,Suburban,Good,,,,,,,low,yes,pending,,,,,,,,
propmarket-j3HHabaZk5jju5KGPI3hO,propmarket,House,Maseru,Ha Makhoathi,sale,280000,2,1,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-j3HHabaZk5jju5KGPI3hO\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-j3HHabaZk5jju5KGPI3hO\image_2.jpg,,https://www.propmarket.co.ls/properties/j3HHabaZk5jju5KGPI3hO,House,2,Traditional,Suburban,Good,,,,,,low_image_count,medium,yes,pending,,,,,,,,
propmarket--PU4IsWuHBzS_p3BbNzHc,propmarket,"1 Unit, 4 Bedrooms, House",Maseru,Thetsane,rent,10000,4,2,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket--PU4IsWuHBzS_p3BbNzHc\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket--PU4IsWuHBzS_p3BbNzHc\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket--PU4IsWuHBzS_p3BbNzHc\image_3.jpg,https://www.propmarket.co.ls/properties/-PU4IsWuHBzS_p3BbNzHc,House,4,Traditional,Suburban,Good,4.0,4,,Suburban,,,low,yes,pending,,,,,,,,
propmarket-mSDkRG2KzsLtG8Si11Z3M,propmarket,"6 Bedrooms, House",Berea,Khubetsoana,sale,610000,6,1,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-mSDkRG2KzsLtG8Si11Z3M\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-mSDkRG2KzsLtG8Si11Z3M\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-mSDkRG2KzsLtG8Si11Z3M\image_3.jpg,https://www.propmarket.co.ls/properties/mSDkRG2KzsLtG8Si11Z3M,House,5+,Traditional,Urban,Good,6.0,5+,,Urban,,,low,yes,pending,,,,,,,,
propmarket-0wVaAjYyMb9zvZ21h07Nv,propmarket,"6 Units, Malaene",Maseru,Semphetenyane,rent,700,2,1,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-0wVaAjYyMb9zvZ21h07Nv\image_1.jpg,,,https://www.propmarket.co.ls/properties/0wVaAjYyMb9zvZ21h07Nv,House,2,Traditional,Suburban,Good,,,,,,possible_multi_unit|low_image_count,high,no,exclude,,,,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",,
propmarket-aM6ckUqUTQAeCrVffUgXP,propmarket,"1 Unit, 3 Bedrooms, House",Maseru,Masowe 1b Secondary School,rent,10000,3,2,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-aM6ckUqUTQAeCrVffUgXP\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-aM6ckUqUTQAeCrVffUgXP\image_2.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-aM6ckUqUTQAeCrVffUgXP\image_3.jpg,https://www.propmarket.co.ls/properties/aM6ckUqUTQAeCrVffUgXP,House,3,Traditional,Hillside,Good,3.0,3,,Hillside,,,low,yes,pending,,,,,,,,
propmarket-2bF-CRw-e4qKdo-eLRCBo,propmarket,Ts'imo,Maseru,Thaba Bosiu,sale,650000,2,1,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-2bF-CRw-e4qKdo-eLRCBo\image_1.jpg,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-2bF-CRw-e4qKdo-eLRCBo\image_2.jpg,,https://www.propmarket.co.ls/properties/2bF-CRw-e4qKdo-eLRCBo,House,2,Traditional,Suburban,Good,,,,,,low_image_count,medium,yes,pending,,,,,,,,
